school_code,school_name,subject,batch,major_code,major_name,field_name,current_value,new_value,source,match_type,confidence,diff_type
6215,甘肃政法大学,历史,本二,ZK,司法鉴定学,yearly.2024,best_match=法学(code=3A),"min=542,rank=13989",01_专业分数线_2024,confidence,0.4034,numeric_large
3428,安徽中医药大学,历史,本二,31,护理学,yearly.2024,best_match=中医学(code=06),"min=540,rank=14845",01_专业分数线_2024,confidence,0.32,numeric_large
5574,重庆中医药学院,历史,本二,06,中西医临床医学,yearly.2024,best_match=中医学(code=01),"min=538,rank=15761",01_专业分数线_2024,confidence,0.36,numeric_large
5308,云南中医药大学,历史,本二,0U,中医康复学,yearly.2024,best_match=中医学(code=0R),"min=538,rank=15761",01_专业分数线_2024,confidence,0.45,numeric_large
5308,云南中医药大学,历史,本二,0Y,中西医临床医学,yearly.2024,best_match=中医学(code=0R),"min=538,rank=15761",01_专业分数线_2024,confidence,0.36,numeric_large
1421,山西中医药大学,历史,本二,07,中西医临床医学,yearly.2024,best_match=中医学(code=01),"min=538,rank=15761",01_专业分数线_2024,confidence,0.46,numeric_large
3704,山东政法学院,历史,本二,0N,商务英语,yearly.2024,best_match=英语(code=0N),"min=536,rank=16710",01_专业分数线_2024,confidence,0.55,numeric_large
2218,吉林财经大学,历史,本二,02,审计学,yearly.2024,best_match=会计学(code=01),"min=536,rank=16710",01_专业分数线_2024,confidence,0.4706,numeric_large
6129,西安邮电大学,历史,本二,86,邮政管理,yearly.2024,best_match=工商管理(code=L3),"min=535,rank=17223",01_专业分数线_2024,confidence,0.45,numeric_large
5137,成都大学,历史,本二,08,特殊教育,yearly.2024,best_match=小学教育(code=07),"min=534,rank=17719",01_专业分数线_2024,confidence,0.45,numeric_large
5401,西藏大学,历史,本二,11,行政管理,yearly.2024,best_match=旅游管理(code=14),"min=534,rank=17719",01_专业分数线_2024,confidence,0.3529,numeric_large
6139,陕西理工大学,历史,本二,10,汉语言文学,yearly.2024,best_match=英语(code=12),"min=534,rank=17719",01_专业分数线_2024,confidence,0.3214,numeric_large
2123,辽宁师范大学,历史,本二,H1,思想政治教育,yearly.2024,best_match=汉语国际教育(code=P2),"min=534,rank=17719",01_专业分数线_2024,confidence,0.35,numeric_large
5126,成都师范学院,历史,本二,04,思想政治教育,yearly.2024,best_match=艺术教育(code=05),"min=533,rank=18257",01_专业分数线_2024,confidence,0.39,numeric_large
3715,鲁东大学,历史,本二,05,汉语言文学,yearly.2024,best_match=英语(code=13),"min=533,rank=18257",01_专业分数线_2024,confidence,0.3214,numeric_large
5109,西华大学,历史,本二,19,学前教育,yearly.2024,best_match=小学教育(code=19),"min=532,rank=18747",01_专业分数线_2024,confidence,0.6,numeric_large
6129,西安邮电大学,历史,本二,90,行政管理,yearly.2024,best_match=工商管理(code=L3),"min=531,rank=19272",01_专业分数线_2024,confidence,0.4,numeric_large
1421,山西中医药大学,历史,本二,08,康复治疗学,yearly.2024,best_match=中医康复学(code=06),"min=531,rank=19272",01_专业分数线_2024,confidence,0.36,numeric_large
4104,郑州轻工业大学,历史,本二,84,社会工作,yearly.2024,best_match=会计学(code=76),"min=531,rank=19272",01_专业分数线_2024,confidence,0.3214,numeric_large
4518,广西民族大学,历史,本二,0G,法学,yearly.2024,best_match=法语(code=0S),"min=531,rank=19272",01_专业分数线_2024,confidence,0.3,numeric_large
5401,西藏大学,历史,本二,13,工商管理,yearly.2024,best_match=旅游管理(code=14),"min=529,rank=20373",01_专业分数线_2024,confidence,0.3529,numeric_large
3294,无锡学院,历史,本二,36,财务管理,yearly.2024,best_match=物流管理(code=35),"min=529,rank=20373",01_专业分数线_2024,confidence,0.3529,numeric_large
3126,上海立信会计金融学院,历史,本二,0W,日语,yearly.2024,best_match=商务英语(code=0U),"min=527,rank=21394",01_专业分数线_2024,confidence,0.3378,numeric_large
4333,湖南财政经济学院,历史,本二,19,审计学,yearly.2024,best_match=会计学(code=01),"min=526,rank=21982",01_专业分数线_2024,confidence,0.4706,numeric_large
5108,四川轻化工大学,历史,本二,45,工程管理,yearly.2024,best_match=工商管理(code=48),"min=526,rank=21982",01_专业分数线_2024,confidence,0.5294,numeric_large
3240,江苏第二师范学院,历史,本二,08,历史学,yearly.2024,best_match=学前教育(code=10),"min=524,rank=23127",01_专业分数线_2024,confidence,0.3214,numeric_large
4208,湖北中医药大学,历史,本二,16,商务英语,yearly.2024,best_match=英语(code=15),"min=524,rank=23127",01_专业分数线_2024,confidence,0.55,numeric_large
5027,重庆第二师范学院,历史,本二,02,小学教育,yearly.2024,best_match=学前教育(code=05),"min=524,rank=23127",01_专业分数线_2024,confidence,0.6,numeric_large
3740,山东农业大学,历史,本二,31,财务管理,yearly.2024,best_match=行政管理(code=50),"min=523,rank=23679",01_专业分数线_2024,confidence,0.3529,numeric_large
5012,重庆文理学院,历史,本二,35,法学,yearly.2024,best_match=应用心理学(code=37),"min=523,rank=23679",01_专业分数线_2024,confidence,0.3214,numeric_large
5116,西南医科大学,历史,本二,25,护理学,yearly.2024,best_match=应用心理学(code=28),"min=522,rank=24218",01_专业分数线_2024,confidence,0.4,numeric_large
3305,浙江海洋大学,历史,本二,37,行政管理,yearly.2024,best_match=旅游管理(code=41),"min=522,rank=24218",01_专业分数线_2024,confidence,0.3529,numeric_large
3607,江西农业大学,历史,本二,E7,经济学,yearly.2024,best_match=会计学(code=E4),"min=522,rank=24218",01_专业分数线_2024,confidence,0.35,numeric_large
3749,齐鲁医药学院,历史,本二,11,化妆品科学与技术,yearly.2024,best_match=医学美容技术(code=36),"min=522,rank=24218",01_专业分数线_2024,confidence,0.3025,numeric_large
3305,浙江海洋大学,历史,本二,50,俄语,yearly.2024,best_match=英语(code=47),"min=521,rank=24855",01_专业分数线_2024,confidence,0.3,numeric_large
3715,鲁东大学,历史,本二,09,历史学,yearly.2024,best_match=小学教育(code=16),"min=521,rank=24855",01_专业分数线_2024,confidence,0.3214,numeric_large
5027,重庆第二师范学院,历史,本二,05,艺术教育,yearly.2024,best_match=学前教育(code=05),"min=521,rank=24855",01_专业分数线_2024,confidence,0.45,numeric_large
4215,湖北文理学院,历史,本二,12,英语,yearly.2024,best_match=日语(code=13),"min=521,rank=24855",01_专业分数线_2024,confidence,0.4304,numeric_large
5012,重庆文理学院,历史,本二,30,思想政治教育,yearly.2024,best_match=小学教育(code=38),"min=521,rank=24855",01_专业分数线_2024,confidence,0.36,numeric_large
4310,湖南中医药大学,历史,本二,10,护理学,yearly.2024,best_match=应用心理学(code=35),"min=520,rank=25441",01_专业分数线_2024,confidence,0.3,numeric_large
3399,温州理工学院,历史,本二,01,财务管理,yearly.2024,best_match=创业管理(code=30),"min=520,rank=25441",01_专业分数线_2024,confidence,0.3529,numeric_large
2110,沈阳大学,历史,本二,68,工商管理,yearly.2024,best_match=财务管理(code=66),"min=520,rank=25441",01_专业分数线_2024,confidence,0.3529,numeric_large
4119,洛阳师范学院,历史,本二,01,思想政治教育,yearly.2024,best_match=教育学(code=43),"min=520,rank=25441",01_专业分数线_2024,confidence,0.4167,numeric_large
4208,湖北中医药大学,历史,本二,14,药事管理,yearly.2024,best_match=公共事业管理(code=0W),"min=519,rank=26048",01_专业分数线_2024,confidence,0.4235,numeric_large
5027,重庆第二师范学院,历史,本二,27,物流管理,yearly.2024,best_match=旅游管理类(code=32),"min=519,rank=26048",01_专业分数线_2024,confidence,0.303,numeric_large
5402,西藏民族大学,历史,本二,2J,广告学,yearly.2024,best_match=金融学(code=09),"min=518,rank=26673",01_专业分数线_2024,confidence,0.3,numeric_large
5012,重庆文理学院,历史,本二,05,学前教育,yearly.2024,best_match=小学教育(code=38),"min=518,rank=26673",01_专业分数线_2024,confidence,0.6,numeric_large
5133,乐山师范学院,历史,本二,18,法语,yearly.2024,best_match=法学(code=1C),"min=518,rank=26673",01_专业分数线_2024,confidence,0.3529,numeric_large
6211,兰州财经大学,历史,本二,1G,劳动与社会保障,yearly.2024,best_match=社会工作(code=1H),"min=518,rank=26673",01_专业分数线_2024,confidence,0.3682,numeric_large
3749,齐鲁医药学院,历史,本二,08,预防医学,yearly.2024,best_match=口腔医学(code=28),"min=518,rank=26673",01_专业分数线_2024,confidence,0.3529,numeric_large
1411,山西师范大学,历史,本二,06,教育学,yearly.2024,best_match=历史学(code=0L),"min=517,rank=27305",01_专业分数线_2024,confidence,0.35,numeric_large
1411,山西师范大学,历史,本二,08,学前教育,yearly.2024,best_match=历史学(code=0L),"min=517,rank=27305",01_专业分数线_2024,confidence,0.3214,numeric_large
4302,吉首大学,历史,本二,2G,思想政治教育,yearly.2024,best_match=小学教育(code=6D),"min=517,rank=27305",01_专业分数线_2024,confidence,0.39,numeric_large
5125,宜宾学院,历史,本二,43,护理学,yearly.2024,best_match=法学(code=5F),"min=517,rank=27305",01_专业分数线_2024,confidence,0.3543,numeric_large
2216,长春师范大学,历史,本二,1H,英语,yearly.2024,best_match=日语(code=1F),"min=517,rank=27305",01_专业分数线_2024,confidence,0.3778,numeric_large
4208,湖北中医药大学,历史,本二,0R,护理学,yearly.2024,best_match=应用心理学(code=11),"min=516,rank=27969",01_专业分数线_2024,confidence,0.3529,numeric_large
5133,乐山师范学院,历史,本二,27,国际经济与贸易,yearly.2024,best_match=经济与金融(code=3D),"min=516,rank=27969",01_专业分数线_2024,confidence,0.3529,numeric_large
2110,沈阳大学,历史,本二,73,俄语,yearly.2024,best_match=英语(code=68),"min=515,rank=28682",01_专业分数线_2024,confidence,0.3529,numeric_large
5230,贵州民族大学,历史,本二,9H,新闻传播学类,yearly.2024,best_match=新闻学(code=D8),"min=515,rank=28682",01_专业分数线_2024,confidence,0.4,numeric_large
1835,北京中医药大学东方学院,历史,本二,05,中西医临床医学,yearly.2024,best_match=中医学(code=01),"min=515,rank=28682",01_专业分数线_2024,confidence,0.5068,numeric_large
6405,宁夏师范大学,历史,本二,36,地理科学,yearly.2024,best_match=历史学(code=39),"min=515,rank=28682",01_专业分数线_2024,confidence,0.3214,numeric_large
5013,重庆三峡学院,历史,本二,0L,日语,yearly.2024,best_match=英语(code=1J),"min=514,rank=29427",01_专业分数线_2024,confidence,0.3,numeric_large
5013,重庆三峡学院,历史,本二,0R,旅游管理,yearly.2024,best_match=工商管理(code=2D),"min=514,rank=29427",01_专业分数线_2024,confidence,0.3,numeric_large
5128,四川文理学院,历史,本二,60,护理学,yearly.2024,best_match=应用心理学(code=68),"min=514,rank=29427",01_专业分数线_2024,confidence,0.3529,numeric_large
2110,沈阳大学,历史,本二,74,日语,yearly.2024,best_match=英语(code=68),"min=513,rank=30072",01_专业分数线_2024,confidence,0.3529,numeric_large
5125,宜宾学院,历史,本二,49,物流管理,yearly.2024,best_match=行政管理(code=45),"min=513,rank=30072",01_专业分数线_2024,confidence,0.3529,numeric_large
6137,宝鸡文理学院,历史,本二,10,思想政治教育,yearly.2024,best_match=教育学(code=11),"min=513,rank=30072",01_专业分数线_2024,confidence,0.4167,numeric_large
1409,长治医学院,历史,本二,09,护理学,yearly.2024,best_match=应用心理学(code=02),"min=513,rank=30072",01_专业分数线_2024,confidence,0.3529,numeric_large
4133,河南财政金融学院,历史,本二,04,投资学,yearly.2024,best_match=财政学(code=01),"min=513,rank=30072",01_专业分数线_2024,confidence,0.35,numeric_large
5139,攀枝花学院,历史,本二,54,物流管理,yearly.2024,best_match=工商管理(code=48),"min=512,rank=30758",01_专业分数线_2024,confidence,0.3529,numeric_large
3508,闽江学院,历史,本二,06,电子商务,yearly.2024,best_match=国际商务(code=08),"min=511,rank=31464",01_专业分数线_2024,confidence,0.3529,numeric_large
2110,沈阳大学,历史,本二,71,旅游管理,yearly.2024,best_match=财务管理(code=66),"min=511,rank=31464",01_专业分数线_2024,confidence,0.3529,numeric_large
5321,玉溪师范学院,历史,本二,03,思想政治教育,yearly.2024,best_match=小学教育(code=0A),"min=511,rank=31464",01_专业分数线_2024,confidence,0.39,numeric_large
0383,新疆政法学院,历史,本二,T1,司法鉴定学,yearly.2024,best_match=司法警察学(code=M3),"min=511,rank=31464",01_专业分数线_2024,confidence,0.4235,numeric_large
3715,鲁东大学,历史,本二,10,思想政治教育,yearly.2024,best_match=小学教育(code=16),"min=510,rank=32170",01_专业分数线_2024,confidence,0.39,numeric_large
4278,湖北科技学院,历史,本二,0D,外国语言文学类,yearly.2024,best_match=汉语言文学(code=0Y),"min=510,rank=32170",01_专业分数线_2024,confidence,0.4194,numeric_large
6205,甘肃中医药大学,历史,本二,14,助产学,yearly.2024,best_match=中医学(code=01),"min=510,rank=32170",01_专业分数线_2024,confidence,0.3,numeric_large
4237,武汉商学院,历史,本二,41,审计学,yearly.2024,best_match=会计学(code=42),"min=509,rank=32849",01_专业分数线_2024,confidence,0.4706,numeric_large
5233,贵州商学院,历史,本二,21,经济统计学,yearly.2024,best_match=会计学(code=14),"min=509,rank=32849",01_专业分数线_2024,confidence,0.3529,numeric_large
6127,安康学院,历史,本二,06,英语,yearly.2024,best_match=商务英语(code=07),"min=509,rank=32849",01_专业分数线_2024,confidence,0.5125,numeric_large
5126,成都师范学院(区域教育均衡发展专项),历史,本二,32,思想政治教育,yearly.2024,best_match=小学教育(code=1N),"min=508,rank=33589",01_专业分数线_2024,confidence,0.39,numeric_large
2305,黑龙江科技大学,历史,本二,49,商务英语,yearly.2024,best_match=英语(code=08),"min=508,rank=33589",01_专业分数线_2024,confidence,0.55,numeric_large
2323,齐齐哈尔医学院,历史,本二,27,护理学,yearly.2024,best_match=应用心理学(code=28),"min=508,rank=33589",01_专业分数线_2024,confidence,0.3529,numeric_large
5114,西昌学院,历史,本二,14,工程管理,yearly.2024,best_match=工商管理(code=1M),"min=508,rank=33589",01_专业分数线_2024,confidence,0.5294,numeric_large
4331,湖南城市学院,历史,本二,52,汉语国际教育,yearly.2024,best_match=小学教育(code=X1),"min=508,rank=33589",01_专业分数线_2024,confidence,0.39,numeric_large
4525,桂林旅游学院,历史,本二,08,旅游管理与服务教育,yearly.2024,best_match=旅游管理(code=02),"min=508,rank=33589",01_专业分数线_2024,confidence,0.4344,numeric_large
4237,武汉商学院,历史,本二,08,商务经济学,yearly.2024,best_match=国际商务(code=06),"min=507,rank=34328",01_专业分数线_2024,confidence,0.3137,numeric_large
2305,黑龙江科技大学,历史,本二,45,工商管理,yearly.2024,best_match=财务管理(code=50),"min=507,rank=34328",01_专业分数线_2024,confidence,0.3529,numeric_large
4518,广西民族大学,历史,本二,0Y,柬埔寨语,yearly.2024,best_match=泰语(code=0U),"min=507,rank=34328",01_专业分数线_2024,confidence,0.3487,numeric_large
5313,保山学院,历史,本二,03,历史学,yearly.2024,best_match=汉语言文学(code=09),"min=507,rank=34328",01_专业分数线_2024,confidence,0.3,numeric_large
3794,山东管理学院,历史,本二,03,物流管理,yearly.2024,best_match=财务管理(code=08),"min=507,rank=34328",01_专业分数线_2024,confidence,0.3529,numeric_large
4611,海南热带海洋学院,历史,本二,09,英语,yearly.2024,best_match=俄语(code=06),"min=507,rank=34328",01_专业分数线_2024,confidence,0.3,numeric_large
4525,桂林旅游学院,历史,本二,0B,英语,yearly.2024,best_match=商务英语(code=09),"min=507,rank=34328",01_专业分数线_2024,confidence,0.475,numeric_large
4523,百色学院,历史,本二,2E,地理科学,yearly.2024,best_match=小学教育(code=7K),"min=506,rank=34329",01_专业分数线_2024,confidence,0.3,numeric_large
4109,河南牧业经济学院,历史,本二,14,农林经济管理,yearly.2024,best_match=物流管理(code=17),"min=506,rank=35034",01_专业分数线_2024,confidence,0.39,numeric_large
2318,牡丹江师范学院,历史,本二,27,汉语言,yearly.2024,best_match=汉语言文学(code=26),"min=506,rank=35034",01_专业分数线_2024,confidence,0.45,numeric_large
1331,保定学院,历史,本二,41,英语,yearly.2024,best_match=日语(code=42),"min=506,rank=35034",01_专业分数线_2024,confidence,0.3,numeric_large
1314,河北金融学院,历史,本二,0X,英语,yearly.2024,best_match=商务英语(code=0Y),"min=506,rank=35034",01_专业分数线_2024,confidence,0.55,numeric_large
6217,甘肃民族师范学院,历史,本二,37,学前教育,yearly.2024,best_match=思想政治教育(code=1L),"min=506,rank=35034",01_专业分数线_2024,confidence,0.39,numeric_large
6222,河西学院,历史,本二,20,历史学,yearly.2024,best_match=汉语言文学(code=14),"min=506,rank=35034",01_专业分数线_2024,confidence,0.3,numeric_large
4331,湖南城市学院,历史,本二,55,商务英语,yearly.2024,best_match=英语(code=54),"min=505,rank=35743",01_专业分数线_2024,confidence,0.525,numeric_large
1520,内蒙古科技大学包头师范学院,历史,本二,05,小学教育,yearly.2024,best_match=思想政治教育(code=03),"min=505,rank=35743",01_专业分数线_2024,confidence,0.3067,numeric_large
3241,江苏海洋大学,历史,本二,W2,工商管理,yearly.2024,best_match=财务管理(code=W1),"min=504,rank=36484",01_专业分数线_2024,confidence,0.3,numeric_large
4225,湖北医药学院,历史,本二,0K,护理学,yearly.2024,best_match=应用心理学(code=02),"min=504,rank=36484",01_专业分数线_2024,confidence,0.3529,numeric_large
4109,河南牧业经济学院,历史,本二,16,商务经济学,yearly.2024,best_match=电子商务(code=18),"min=504,rank=36484",01_专业分数线_2024,confidence,0.4167,numeric_large
4611,海南热带海洋学院,历史,本二,11,泰语,yearly.2024,best_match=俄语(code=06),"min=504,rank=36484",01_专业分数线_2024,confidence,0.3529,numeric_large
1520,内蒙古科技大学包头师范学院,历史,本二,04,学前教育,yearly.2024,best_match=思想政治教育(code=03),"min=504,rank=36484",01_专业分数线_2024,confidence,0.3257,numeric_large
2312,大庆师范学院,历史,本二,0R,商务英语,yearly.2024,best_match=英语(code=0W),"min=504,rank=36484",01_专业分数线_2024,confidence,0.55,numeric_large
6587,新疆科技学院,历史,本二,02,财务管理,yearly.2024,best_match=健康服务与管理(code=34),"min=504,rank=36484",01_专业分数线_2024,confidence,0.4473,numeric_large
6599,昌吉学院,历史,本二,FN,旅游管理,yearly.2024,best_match=行政管理(code=JA),"min=504,rank=36484",01_专业分数线_2024,confidence,0.3,numeric_large
5109,西华大学(区域教育均衡发展专项),历史,本二,81,学前教育,yearly.2024,best_match=小学教育(code=8Y),"min=503,rank=37298",01_专业分数线_2024,confidence,0.5571,numeric_large
4225,湖北医药学院,历史,本二,0L,护理学,yearly.2024,best_match=应用心理学(code=02),"min=503,rank=37298",01_专业分数线_2024,confidence,0.3,numeric_large
2213,通化师范学院,历史,本二,20,地理科学,yearly.2024,best_match=历史学(code=14),"min=503,rank=37298",01_专业分数线_2024,confidence,0.3214,numeric_large
5703,成都锦城学院,历史,本二,C9,物流管理,yearly.2024,best_match=行政管理(code=A6),"min=503,rank=37298",01_专业分数线_2024,confidence,0.3529,numeric_large
6587,新疆科技学院,历史,本二,07,人力资源管理,yearly.2024,best_match=健康服务与管理(code=34),"min=503,rank=37298",01_专业分数线_2024,confidence,0.3046,numeric_large
6587,新疆科技学院,历史,本二,11,旅游管理,yearly.2024,best_match=健康服务与管理(code=34),"min=503,rank=37298",01_专业分数线_2024,confidence,0.3382,numeric_large
6256,甘肃林业职业技术大学,历史,本二,2A,设施园艺,yearly.2024,best_match=园艺技术(code=12),"min=503,rank=37298",01_专业分数线_2024,confidence,0.3,numeric_large
4225,湖北医药学院,历史,本二,0R,信息管理与信息系统,yearly.2024,best_match=信息资源管理(code=0R),"min=502,rank=38040",01_专业分数线_2024,confidence,0.3765,numeric_large
6207,兰州城市学院,历史,本二,1K,汉语国际教育,yearly.2024,best_match=学前教育(code=AX),"min=502,rank=38040",01_专业分数线_2024,confidence,0.3257,numeric_large
5703,成都锦城学院,历史,本二,D1,大数据管理与应用,yearly.2024,best_match=大数据与会计(code=G5),"min=502,rank=38040",01_专业分数线_2024,confidence,0.4034,numeric_large
5703,成都锦城学院,历史,本二,D6,经济统计学,yearly.2024,best_match=审计学(code=B1),"min=502,rank=38040",01_专业分数线_2024,confidence,0.3529,numeric_large
5706,西南交通大学希望学院,历史,本二,09,铁道工程,yearly.2024,best_match=工程造价(code=4D),"min=500,rank=39618",01_专业分数线_2024,confidence,0.3529,numeric_large
5096,重庆对外经贸学院,历史,本二,29,人文地理与城乡规划,yearly.2024,best_match=人力资源管理(code=23),"min=498,rank=41181",01_专业分数线_2024,confidence,0.31,numeric_large
3634,江西科技师范大学,历史,本二,37,小学教育,yearly.2024,best_match=学前教育(code=3S),"min=497,rank=41989",01_专业分数线_2024,confidence,0.4779,numeric_large
4227,湖北大学知行学院,历史,本二,0V,英语,yearly.2024,best_match=商务英语(code=A5),"min=497,rank=41989",01_专业分数线_2024,confidence,0.4316,numeric_large
5085,重庆人文科技学院,历史,本二,32,物流管理,yearly.2024,best_match=供应链管理(code=33),"min=497,rank=41989",01_专业分数线_2024,confidence,0.3137,numeric_large
5747,成都文理学院,历史,本二,40,数字经济,yearly.2024,best_match=经济学(code=30),"min=496,rank=42811",01_专业分数线_2024,confidence,0.4034,numeric_large
5747,成都文理学院,历史,本二,62,护理学,yearly.2024,best_match=应用心理学(code=40),"min=496,rank=42811",01_专业分数线_2024,confidence,0.3529,numeric_large
5747,成都文理学院,历史,本二,68,财务会计教育,yearly.2024,best_match=会计学(code=44),"min=496,rank=42811",01_专业分数线_2024,confidence,0.3137,numeric_large
5710,西南财经大学天府学院,历史,本二,24,工程管理,yearly.2024,best_match=财务管理(code=03),"min=493,rank=45308",01_专业分数线_2024,confidence,0.3484,numeric_large
5702,四川大学锦江学院,历史,本二,02,数字经济,yearly.2024,best_match=经济学(code=01),"min=493,rank=45308",01_专业分数线_2024,confidence,0.4034,numeric_large
5702,四川大学锦江学院,历史,本二,0V,大数据管理与应用,yearly.2024,best_match=大数据与会计(code=1H),"min=493,rank=45308",01_专业分数线_2024,confidence,0.4034,numeric_large
3786,山东协和学院,历史,本二,36,中药学,yearly.2024,best_match=护理学(code=33),"min=493,rank=45308",01_专业分数线_2024,confidence,0.35,numeric_large
5710,西南财经大学天府学院,历史,本二,05,金融工程,yearly.2024,best_match=金融学(code=31),"min=492,rank=46106",01_专业分数线_2024,confidence,0.4487,numeric_large
5710,西南财经大学天府学院,历史,本二,08,数字经济,yearly.2024,best_match=国际经济与贸易(code=32),"min=492,rank=46106",01_专业分数线_2024,confidence,0.3241,numeric_large
5710,西南财经大学天府学院,历史,本二,20,大数据管理与应用,yearly.2024,best_match=大数据与会计(code=50),"min=492,rank=46106",01_专业分数线_2024,confidence,0.3429,numeric_large
5710,西南财经大学天府学院,历史,本二,21,应急管理,yearly.2024,best_match=财务管理(code=03),"min=492,rank=46106",01_专业分数线_2024,confidence,0.4023,numeric_large
5710,西南财经大学天府学院,历史,本二,25,工程审计,yearly.2024,best_match=审计学(code=02),"min=492,rank=46106",01_专业分数线_2024,confidence,0.3912,numeric_large
5702,四川大学锦江学院,历史,本二,0M,智能科学与技术,yearly.2024,best_match=智能建造技术(code=1C),"min=492,rank=46106",01_专业分数线_2024,confidence,0.4344,numeric_large
5702,四川大学锦江学院,历史,本二,0R,酿酒工程,yearly.2024,best_match=工程造价(code=1B),"min=492,rank=46106",01_专业分数线_2024,confidence,0.3529,numeric_large
3347,绍兴文理学院元培学院,历史,本二,08,财务管理,yearly.2024,best_match=工商管理(code=07),"min=492,rank=46106",01_专业分数线_2024,confidence,0.3529,numeric_large
4227,湖北大学知行学院,历史,本二,0X,法语,yearly.2024,best_match=法学(code=AF),"min=491,rank=46981",01_专业分数线_2024,confidence,0.3529,numeric_large
5361,云南经济管理学院,历史,本二,02,会计学,yearly.2024,best_match=审计学(code=03),"min=491,rank=46981",01_专业分数线_2024,confidence,0.55,numeric_large
1509,内蒙古师范大学,历史,本二,B5,俄语,yearly.2024,best_match=英语(code=B1),"min=490,rank=47829",01_专业分数线_2024,confidence,0.4,numeric_large
5705,电子科技大学成都学院,历史,本二,0W,数字媒体技术,yearly.2024,best_match=网络与新媒体(code=07),"min=490,rank=47829",01_专业分数线_2024,confidence,0.3125,numeric_large
1509,内蒙古师范大学,历史,本二,15,学前教育,yearly.2024,best_match=汉语国际教育(code=43),"min=489,rank=48692",01_专业分数线_2024,confidence,0.3257,numeric_large
5361,云南经济管理学院,历史,本二,31,药学,yearly.2024,best_match=审计学(code=03),"min=489,rank=48692",01_专业分数线_2024,confidence,0.34,numeric_large
3366,浙江师范大学行知学院,历史,本二,06,财务管理,yearly.2024,best_match=工商管理(code=03),"min=488,rank=49565",01_专业分数线_2024,confidence,0.3529,numeric_large
1368,河北传媒学院,历史,本二,38,中国语言文学类,yearly.2024,best_match=汉语言文学(code=43),"min=488,rank=49565",01_专业分数线_2024,confidence,0.4,numeric_large
5706,西南交通大学希望学院,历史,本二,0J,人工智能,yearly.2024,best_match=人工智能技术应用(code=4L),"min=487,rank=50468",01_专业分数线_2024,confidence,0.4706,numeric_large
5092,重庆移通学院,历史,本二,S1,大数据管理与应用,yearly.2024,best_match=供应链管理(code=S6),"min=487,rank=50468",01_专业分数线_2024,confidence,0.3346,numeric_large
5092,重庆移通学院,历史,本二,S5,数字经济,yearly.2024,best_match=体育经济与管理(code=D1),"min=487,rank=50468",01_专业分数线_2024,confidence,0.3682,numeric_large
5324,昆明学院,历史,本二,0Y,工商管理,yearly.2024,best_match=旅游管理(code=1W),"min=486,rank=51347",01_专业分数线_2024,confidence,0.3529,numeric_large
3379,浙江工商大学杭州商学院,历史,本二,05,行政管理,yearly.2024,best_match=工商管理(code=01),"min=486,rank=51347",01_专业分数线_2024,confidence,0.3529,numeric_large
4288,武昌首义学院,历史,本二,35,广播电视编导,yearly.2024,best_match=广播电视学(code=32),"min=486,rank=51347",01_专业分数线_2024,confidence,0.4364,numeric_large
5361,云南经济管理学院,历史,本二,34,中药学,yearly.2024,best_match=审计学(code=03),"min=486,rank=51347",01_专业分数线_2024,confidence,0.3,numeric_large
1368,河北传媒学院,历史,本二,39,外国语言文学类,yearly.2024,best_match=汉语言文学(code=43),"min=485,rank=52184",01_专业分数线_2024,confidence,0.4,numeric_large
3512,泉州师范学院,历史,本二,03,特殊教育,yearly.2024,best_match=汉语国际教育(code=05),"min=484,rank=53051",01_专业分数线_2024,confidence,0.39,numeric_large
5196,四川电影电视学院,历史,本二,4M,数字媒体技术,yearly.2024,best_match=影视技术(code=1F),"min=484,rank=53051",01_专业分数线_2024,confidence,0.39,numeric_large
4354,湖南应用技术学院,历史,本二,03,商务英语,yearly.2024,best_match=电子商务(code=0K),"min=484,rank=53051",01_专业分数线_2024,confidence,0.3,numeric_large
4354,湖南应用技术学院,历史,本二,0J,物流管理,yearly.2024,best_match=财务管理(code=0F),"min=483,rank=53924",01_专业分数线_2024,confidence,0.3529,numeric_large
5286,贵州黔南科技学院,历史,本二,0C,行政管理,yearly.2024,best_match=财务管理(code=0C),"min=482,rank=54817",01_专业分数线_2024,confidence,0.3529,numeric_large
3291,无锡太湖学院,历史,本二,13,英语,yearly.2024,best_match=商务英语(code=13),"min=482,rank=54817",01_专业分数线_2024,confidence,0.55,numeric_large
5706,西南交通大学希望学院,历史,本二,0B,物流工程,yearly.2024,best_match=工程造价(code=4D),"min=481,rank=55713",01_专业分数线_2024,confidence,0.3529,numeric_large
4354,湖南应用技术学院,历史,本二,0H,行政管理,yearly.2024,best_match=财务管理(code=0F),"min=481,rank=55713",01_专业分数线_2024,confidence,0.3529,numeric_large
4354,湖南应用技术学院,历史,本二,0L,酒店管理,yearly.2024,best_match=酒店管理与数字化运营(code=0X),"min=481,rank=55713",01_专业分数线_2024,confidence,0.4034,numeric_large
6155,西安外事学院,历史,本二,13,物流管理,yearly.2024,best_match=财务管理(code=12),"min=481,rank=55713",01_专业分数线_2024,confidence,0.3529,numeric_large
4566,广西外国语学院,历史,本二,06,德语,yearly.2024,best_match=英语(code=01),"min=481,rank=55713",01_专业分数线_2024,confidence,0.3,numeric_large
